place,date,penol,bacteria,pb,cr6,as,hg,cu,hcb,benzen,p,por
곡수천2,2022-01-10,,,,,,,,,,,
공릉천5,2022-01-10,,,,,,,,,,,
공주1,2022-01-10,정량한계미만,100,,,,,,,,,
관리천,2022-01-10,,,,,,,,,,,
광산,2022-01-10,0,390,0.00005,0,0.00061,0,,,,,
구운천2,2022-01-10,,,,,,,,,,,
구의,2022-01-10,,,,,,,,,,,
굴포천4,2022-01-10,,,,,,,,,,,
금강,2022-01-10,정량한계미만,100,,,,,,,,,
금당천2,2022-01-10,,,,,,,,,,,
나주,2022-01-10,0,200,0.00003,0,0.00064,0,,,,,
낙단,2022-01-10,,,,,,,,,,,
내린천2,2022-01-10,,,,,,,,,,,
내성천5,2022-01-10,정량한계미만,1200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
노량진,2022-01-10,정량한계미만,760,,,,,,,,,
논공,2022-01-10,정량한계미만,180,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
다사,2022-01-10,정량한계미만,590,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
단성,2022-01-10,,,,,,,,,,,
달천6,2022-01-10,,,,,,,,,,,
달천7,2022-01-10,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
달천8,2022-01-10,,,,,,,,,,,
대신,2022-01-10,정량한계미만,550,,,,,,,,,
대청댐,2022-01-10,정량한계미만,10,,,,,,,,,
덕곡,2022-01-10,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
덕은리,2022-01-10,,,,,,,,,,,
도남,2022-01-10,,,,,,,,,,,
도산,2022-01-10,정량한계미만,510,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
목행대교,2022-01-10,,,,,,,,,,,
무안2,2022-01-10,0,7,0.00001,0,0.00058,0,,,,,
묵현천,2022-01-10,,,,,,,,,,,
문산천4,2022-01-10,,,,,,,,,,,
미호강10,2022-01-10,정량한계미만,560,,,,,,,,,
반변천4,2022-01-10,정량한계미만,4400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
벽계천2,2022-01-10,,,,,,,,,,,
복하천6,2022-01-10,,,,,,,,,,,
부강,2022-01-10,정량한계미만,410,,,,,,,,,
부여,2022-01-10,,,,,,,,,,,
삼봉리,2022-01-10,,,,,,,,,,,
상주1,2022-01-10,정량한계미만,0,,,,,,,,,
상주3,2022-01-10,정량한계미만,490,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
선산,2022-01-10,,,,,,,,,,,
섬강3,2022-01-10,,,,,,,,,,,
섬강6,2022-01-10,정량한계미만,50,,,,,,,,,
성은천,2022-01-10,,,,,,,,,,,
소양강2,2022-01-10,정량한계미만,2,,,,,,,,,
신천5,2022-01-10,,,,,,,,,,,
안동1,2022-01-10,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동2,2022-01-10,정량한계미만,40,,,,,,,,,
안동3,2022-01-10,정량한계미만,40,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동4,2022-01-10,정량한계미만,10,,,,,,,,,
안동5,2022-01-10,,,,,,,,,,,
안양천9,2022-01-10,,,,,,,,,,,
양화천4,2022-01-10,,,,,,,,,,,
여주1,2022-01-10,,,,,,,,,,,
여주2,2022-01-10,,,,,,,,,,,
영순,2022-01-10,정량한계미만,0,,,,,,,,,
영월2,2022-01-10,정량한계미만,20,,,,,,,,,
영춘,2022-01-10,,,,,,,,,,,
영평천3,2022-01-10,,,,,,,,,,,
예천1,2022-01-10,정량한계미만,45,,,,,,,,,
예천2,2022-01-10,정량한계미만,160,,,,,,,,,
오대천3,2022-01-10,,,,,,,,,,,
오산천2,2022-01-10,,,,,,,,,,,
오산천4,2022-01-10,,,,,,,,,,,
오산천6,2022-01-10,,,,,,,,,,,
옥동천3,2022-01-10,,,,,,,,,,,
왕숙천6,2022-01-10,,,,,,,,,,,
왜관,2022-01-10,정량한계미만,4100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
우치,2022-01-10,0,470,0.00004,0,0.00025,0,,,,,
운계천,2022-01-10,,,,,,,,,,,
원주,2022-01-10,,,,,,,,,,,
의암댐,2022-01-10,정량한계미만,50,,,,,,,,,
이포,2022-01-10,정량한계미만,170,,,,,,,,,
인북천1,2022-01-10,,,,,,,,,,,
임진강3,2022-01-10,,,,,,,,,,,
임진강6,2022-01-10,,,,,,,,,,,
적성,2022-01-10,정량한계미만,250,,,,,,,,,
제천천4,2022-01-10,,,,,,,,,,,
조양강,2022-01-10,,,,,,,,,,,
조종천4,2022-01-10,,,,,,,,,,,
주천강3,2022-01-10,,,,,,,,,,,
죽산,2022-01-10,0,90,0.00003,0,0.00052,0,,,,,
중랑천3,2022-01-10,,,,,,,,,,,
중원,2022-01-10,,,,,,,,,,,
지석천4,2022-01-10,0,11700,0.00001,0,0.00076,0,,,,,
진위천1,2022-01-10,,,,,,,,,,,
진위천2,2022-01-10,,,,,,,,,,,
진위천5,2022-01-10,,,,,,,,,,,
진위천6,2022-01-10,,,,,,,,,,,
청미천6,2022-01-10,,,,,,,,,,,
청평,2022-01-10,,,,,,,,,,,
춘성교,2022-01-10,,,,,,,,,,,
춘천1,2022-01-10,,,,,,,,,,,
충주,2022-01-10,,,,,,,,,,,
충주댐,2022-01-10,정량한계미만,110,,,,,,,,,
칠곡,2022-01-10,,,,,,,,,,,
탄천5,2022-01-10,,,,,,,,,,,
탐진강5,2022-01-10,0,28,0.00002,0,0.00069,0,,,,,
팔당,2022-01-10,,,,,,,,,,,
팔당댐,2022-01-10,정량한계미만,3,,,,,,,,,
평창강5,2022-01-10,,,,,,,,,,,
학성,2022-01-10,정량한계미만,94,,,,,,,,,
한탄강1,2022-01-10,,,,,,,,,,,
한탄강5,2022-01-10,,,,,,,,,,,
함안,2022-01-10,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
행주,2022-01-10,,,,,,,,,,,
홍천강3,2022-01-10,,,,,,,,,,,
화천,2022-01-10,,,,,,,,,,,
황구지천1,2022-01-10,,,,,,,,,,,
황구지천2,2022-01-10,,,,,,,,,,,
황구지천4,2022-01-10,,,,,,,,,,,
황구지천5,2022-01-10,,,,,,,,,,,
황구지천6,2022-01-10,,,,,,,,,,,
황룡강5,2022-01-10,0,7400,0.00001,0,0.00041,0,,,,,
흑천3,2022-01-10,,,,,,,,,,,
가대천,2022-01-11,정량한계미만,23,,,,,,,,,
가천,2022-01-11,0,98,,,,,,,,,
감천1,2022-01-11,정량한계미만,30,,,,,,,,,
감천2,2022-01-11,,,,,,,,,,,
감천3,2022-01-11,정량한계미만,5,,,,,,,,,
감천4,2022-01-11,정량한계미만,3500,,,,,,,,,
계성천,2022-01-11,정량한계미만,3200,,,,,,,,,
고사,2022-01-11,정량한계미만,30,,,,,,,,,
공릉천2,2022-01-11,정량한계미만,1300,,,,,,,,,
공릉천4,2022-01-11,정량한계미만,21000,,,,,,,,,
광려천4,2022-01-11,정량한계미만,1000,,,,,,,,,
구미,2022-01-11,정량한계미만,2100,,,,,,,,,
군위남천,2022-01-11,정량한계미만,2400,,,,,,,,,
금곡,2022-01-11,정량한계미만,160,,,,,,,,,
남해봉천,2022-01-11,정량한계미만,440,,,,,,,,,
내성천2,2022-01-11,정량한계미만,1400,,,,,,,,,
단장천2,2022-01-11,0,5,,,,,,,,,
대암리,2022-01-11,정량한계미만,680,,,,,,,,,
람천1,2022-01-11,정량한계미만,2900,,,,,,,,,
람천2,2022-01-11,정량한계미만,1200,,,,,,,,,
미로,2022-01-11,정량한계미만,30,,,,,,,,,
미천,2022-01-11,정량한계미만,1100,,,,,,,,,
백천2,2022-01-11,정량한계미만,6600,,,,,,,,,
병성천,2022-01-11,정량한계미만,69000,,,,,,,,,
보현천,2022-01-11,0,330,,,,,,,,,
복하천2,2022-01-11,정량한계미만,3900,,,,,,,,,
복하천3,2022-01-11,정량한계미만,16000,,,,,,,,,
복하천5,2022-01-11,정량한계미만,19000,,,,,,,,,
서낙동강1,2022-01-11,0.003,545,,,,,,,,,
서낙동강2,2022-01-11,0.002,600,,,,,,,,,
서낙동강3,2022-01-11,0.002,2310,,,,,,,,,
서낙동강4,2022-01-11,0.003,520,,,,,,,,,
석교천,2022-01-11,정량한계미만,1200,,,,,,,,,
송야천,2022-01-11,,,,,,,,,,,
신반천,2022-01-11,정량한계미만,4000,,,,,,,,,
신평천,2022-01-11,정량한계미만,1100,,,,,,,,,
쌍계천,2022-01-11,정량한계미만,46,,,,,,,,,
안망천,2022-01-11,,,,,,,,,,,
앙성천,2022-01-11,정량한계미만,79,,,,,,,,,
양산천3,2022-01-11,정량한계미만,4400,,,,,,,,,
양화천2,2022-01-11,정량한계미만,15000,,,,,,,,,
영강3,2022-01-11,정량한계미만,2600,,,,,,,,,
영덕천,2022-01-11,정량한계미만,920,,,,,,,,,
오천천,2022-01-11,정량한계미만,120,,,,,,,,,
용산,2022-01-11,정량한계미만,1400,,,,,,,,,
용암,2022-01-11,,,,,,,,,,,
원서천1,2022-01-11,정량한계미만,79,,,,,,,,,
원평천2,2022-01-11,정량한계미만,1900,,,,,,,,,
이안천,2022-01-11,정량한계미만,6700,,,,,,,,,
장평천,2022-01-11,정량한계미만,3500,,,,,,,,,
주수천,2022-01-11,정량한계미만,70,,,,,,,,,
죽령천,2022-01-11,정량한계미만,240,,,,,,,,,
차천,2022-01-11,정량한계미만,120000,,,,,,,,,
창릉천3,2022-01-11,정량한계미만,4900,,,,,,,,,
창릉천4,2022-01-11,정량한계미만,17000,,,,,,,,,
창릉천5,2022-01-11,정량한계미만,13000,,,,,,,,,
춘천2,2022-01-11,정량한계미만,10,,,,,,,,,
토평천2,2022-01-11,정량한계미만,27000,,,,,,,,,
파주,2022-01-11,정량한계미만,3900,,,,,,,,,
풍산천,2022-01-11,,,,,,,,,,,
하빈천,2022-01-11,,,,,,,,,,,
한천2,2022-01-11,,,,,,,,,,,
합천,2022-01-11,정량한계미만,800,,,,,,,,,
황강1,2022-01-11,정량한계미만,16000,,,,,,,,,
황강6,2022-01-11,정량한계미만,3700,,,,,,,,,
회천3,2022-01-11,정량한계미만,3800,,,,,,,,,
고령,2022-01-11,정량한계미만,5,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
곡교천2,2022-01-11,정량한계미만,41000,,,,,,,,,
곰나루,2022-01-11,,64,,,,,,,,,
공주2,2022-01-11,,21,,,,,,,,,
금호강8,2022-01-11,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
김제,2022-01-11,정량한계미만,2300,,,,,,,,,
남강7,2022-01-11,정량한계미만,430,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
남지,2022-01-11,정량한계미만,11000,,,,,,,,,
논산천4,2022-01-11,정량한계미만,460,,,,,,,,,
달성,2022-01-11,정량한계미만,0,,,,,,,,,
동진강3,2022-01-11,정량한계미만,170,,,,,,,,,
물금,2022-01-11,정량한계미만,450,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
부여1,2022-01-11,정량한계미만,4,,,,,,,,,
부여2,2022-01-11,,12,,,,,,,,,
산곡,2022-01-11,정량한계미만,5,,,,,,,,,
삼랑진2,2022-01-11,정량한계미만,750,,,,,,,,,
성동,2022-01-11,,5,,,,,,,,,
성주,2022-01-11,정량한계미만,0,,,,,,,,,
안성천3,2022-01-11,정량한계미만,80000,,,,,,,,,
양화,2022-01-11,,6,,,,,,,,,
임진강7,2022-01-11,정량한계미만,2700,,,,,,,,,
주암댐,2022-01-11,0,51,0,0,0.0006,0,,,,,
창녕,2022-01-11,정량한계미만,3200,,,,,,,,,
하남,2022-01-11,정량한계미만,500,,,,,,,,,
고정천,2022-01-12,,,,,,,,,,,
곡교천1,2022-01-12,,,,,,,,,,,
곤지암천3,2022-01-12,정량한계미만,3200,,,,,,,,,
골포천,2022-01-12,,,,,,,,,,,
구리,2022-01-12,,,,,,,,,,,
구천천,2022-01-12,0,2400,,,,,,,,,
김포,2022-01-12,정량한계미만,9000,,,,,,,,,
남강1,2022-01-12,,,,,,,,,,,
남강4,2022-01-12,,,,,,,,,,,
단장천1,2022-01-12,,,,,,,,,,,
단장천3,2022-01-12,,,,,,,,,,,
달천2,2022-01-12,정량한계미만,20,,,,,,,,,
달천4,2022-01-12,정량한계미만,20,,,,,,,,,
달천5,2022-01-12,정량한계미만,20,,,,,,,,,
덕은,2022-01-12,정량한계미만,60,,,,,,,,,
덕천강3,2022-01-12,,,,,,,,,,,
덕풍천,2022-01-12,정량한계미만,6300,,,,,,,,,
도곡,2022-01-12,정량한계미만,730,,,,,,,,,
동진강1,2022-01-12,정량한계미만,1200,,,,,,,,,
동진강2,2022-01-12,정량한계미만,540,,,,,,,,,
동창천1,2022-01-12,정량한계미만,440,,,,,,,,,
동창천2,2022-01-12,,,,,,,,,,,
뚝도,2022-01-12,,,,,,,,,,,
미곡천,2022-01-12,,,,,,,,,,,
밀양강1,2022-01-12,,,,,,,,,,,
반변천2,2022-01-12,,,,,,,,,,,
보광,2022-01-12,정량한계미만,1700,,,,,,,,,
부일천,2022-01-12,,,,,,,,,,,
사천천,2022-01-12,,,,,,,,,,,
산동,2022-01-12,정량한계미만,1800,,,,,,,,,
서곡천,2022-01-12,정량한계미만,500,,,,,,,,,
섬강2,2022-01-12,정량한계미만,80,,,,,,,,,
섬강4,2022-01-12,정량한계미만,20,,,,,,,,,
섬강5,2022-01-12,정량한계미만,40,,,,,,,,,
소양강1,2022-01-12,,,,,,,,,,,
소호천,2022-01-12,,,,,,,,,,,
신등천,2022-01-12,,,,,,,,,,,
암사,2022-01-12,정량한계미만,300,,,,,,,,,
양구서천,2022-01-12,정량한계미만,0,,,,,,,,,
양천1,2022-01-12,,,,,,,,,,,
연초천1,2022-01-12,0,2400,,,,,,,,,
영등포,2022-01-12,정량한계미만,3400,,,,,,,,,
영천강1,2022-01-12,,,,,,,,,,,
오봉천,2022-01-12,,,,,,,,,,,
왕숙천2,2022-01-12,정량한계미만,2200,,,,,,,,,
왕숙천3,2022-01-12,정량한계미만,1300,,,,,,,,,
왕숙천5,2022-01-12,정량한계미만,17000,,,,,,,,,
용전천2,2022-01-12,,,,,,,,,,,
원주천1,2022-01-12,,,,,,,,,,,
원주천2,2022-01-12,정량한계미만,10000,,,,,,,,,
원평천1,2022-01-12,정량한계미만,1000,,,,,,,,,
위천3,2022-01-12,,,,,,,,,,,
인북천2,2022-01-12,,,,,,,,,,,
임천,2022-01-12,정량한계미만,630,,,,,,,,,
잠실,2022-01-12,정량한계미만,310,,,,,,,,,
청미천2,2022-01-12,,,,,,,,,,,
청미천4,2022-01-12,정량한계미만,1600,,,,,,,,,
형산강6,2022-01-12,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,
황지3,2022-01-12,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,
회룡천,2022-01-12,,,,,,,,,,,
흑천1,2022-01-12,정량한계미만,1200,,,,,,,,,
가양,2022-01-12,정량한계미만,3700,,,,,,,,,
경안천9,2022-01-12,정량한계미만,2600,,,,,,,,,
광주1,2022-01-12,정량한계미만,540,,,,,,,,,
광주2,2022-01-12,정량한계미만,8800,,,,,,,,,
광주3,2022-01-12,정량한계미만,7800,,,,,,,,,
구례,2022-01-12,정량한계미만,580,,,,,,,,,
구포,2022-01-12,정량한계미만,460,,,,,,,,,
담양,2022-01-12,정량한계미만,940,,,,,,,,,
무안1,2022-01-12,정량한계미만,250,,,,,,,,,
보성강7,2022-01-12,정량한계미만,200,,,,,,,,,
영산포1,2022-01-12,정량한계미만,1200,,,,,,,,,
하동,2022-01-12,정량한계미만,180,,,,,,,,,
형산강5,2022-01-12,정량한계미만,25,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
강경천,2022-01-13,정량한계미만,46,,,,,,,,,
경호천,2022-01-13,,,,,,,,,,,
계산,2022-01-13,0,58,,,,,,,,,
고막원천4,2022-01-13,0,113,,,,,,,,,
고산,2022-01-13,정량한계미만,520,,,,,,,,,
곡정천,2022-01-13,,,,,,,,,,,
골지천4,2022-01-13,정량한계미만,10,,,,,,,,,
관촌,2022-01-13,0,110,,,,,,,,,
광려천2,2022-01-13,,,,,,,,,,,
광하,2022-01-13,,,,,,,,,,,
금호강2,2022-01-13,,,,,,,,,,,
금호강4,2022-01-13,,,,,,,,,,,
기계천,2022-01-13,정량한계미만,22,,,,,,,,,
길안천1,2022-01-13,,,,,,,,,,,
낙동강하구언1,2022-01-13,,,,,,,,,,,
낙동강하구언2,2022-01-13,,,,,,,,,,,
내성천1,2022-01-13,정량한계미만,0,,,,,,,,,
대가천1,2022-01-13,,,,,,,,,,,
대가천2,2022-01-13,,,,,,,,,,,
대가천3,2022-01-13,,,,,,,,,,,
동복천2,2022-01-13,0,30,,,,,,,,,
동홍천,2022-01-13,정량한계미만,900,,,,,,,,,
마산천,2022-01-13,정량한계미만,7400,,,,,,,,,
만봉천,2022-01-13,,,,,,,,,,,
문산천3,2022-01-13,정량한계미만,7900,,,,,,,,,
문평천,2022-01-13,,,,,,,,,,,
백련천,2022-01-13,정량한계미만,500,,,,,,,,,
백천1,2022-01-13,,,,,,,,,,,
병보천,2022-01-13,,,,,,,,,,,
복계천,2022-01-13,,,,,,,,,,,
봉곡천,2022-01-13,,,,,,,,,,,
봉화,2022-01-13,정량한계미만,0,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,
부기천,2022-01-13,,,,,,,,,,,
삼포천2,2022-01-13,,,,,,,,,,,
석관천,2022-01-13,,,,,,,,,,,
송천4,2022-01-13,정량한계미만,20,,,,,,,,,
수어천2,2022-01-13,정량한계미만,420,,,,,,,,,
신령천,2022-01-13,,,,,,,,,,,
안성천1,2022-01-13,정량한계미만,1400,,,,,,,,,
안성천2,2022-01-13,정량한계미만,26000,,,,,,,,,
어천2,2022-01-13,,,,,,,,,,,
연초천2,2022-01-13,정량한계미만,300,,,,,,,,,
영산포2,2022-01-13,0,300,,,,,,,,,
영암천2,2022-01-13,,,,,,,,,,,
오수천2,2022-01-13,0,170,,,,,,,,,
옥계천,2022-01-13,,,,,,,,,,,
옹포천,2022-01-13,정량한계미만,2600,,,,,,,,,
외도천,2022-01-13,정량한계미만,820,,,,,,,,,
용계천,2022-01-13,,,,,,,,,,,
욱수천,2022-01-13,,,,,,,,,,,
임실,2022-01-13,0,15,,,,,,,,,
자호천,2022-01-13,,,,,,,,,,,
장성천2,2022-01-13,,,,,,,,,,,
정선1,2022-01-13,,,,,,,,,,,
정선2,2022-01-13,정량한계미만,10,,,,,,,,,
지장천2,2022-01-13,정량한계미만,20,,,,,,,,,
진월,2022-01-13,정량한계미만,310,,,,,,,,,
진전천,2022-01-13,정량한계미만,490,,,,,,,,,
천미천,2022-01-13,,,,,,,,,,,
청도천,2022-01-13,정량한계미만,2200,,,,,,,,,
청통천,2022-01-13,,,,,,,,,,,
토일천,2022-01-13,,,,,,,,,,,
팔거천1,2022-01-13,,,,,,,,,,,
한천1,2022-01-13,,,,,,,,,,,
함평,2022-01-13,0,520,,,,,,,,,
함평천3,2022-01-13,,,,,,,,,,,
횡천강1,2022-01-13,정량한계미만,78,,,,,,,,,
횡천강2,2022-01-13,정량한계미만,360,,,,,,,,,
횡천강3,2022-01-13,정량한계미만,45,,,,,,,,,
요천3,2022-01-13,0,40,0.00001,0,0.00033,0,,,,,
금산천,2022-01-14,정량한계미만,2600,,,,,,,,,
남강2,2022-01-14,정량한계미만,29,,,,,,,,,
남강3,2022-01-14,정량한계미만,7000,,,,,,,,,
대종천,2022-01-14,정량한계미만,0,,,,,,,,,
밀양강2,2022-01-14,정량한계미만,14,,,,,,,,,
밀양강3,2022-01-14,정량한계미만,38,,,,,,,,,
보청천4,2022-01-14,정량한계미만,0,,,,,,,,,
사천천,2022-01-14,정량한계미만,1700,,,,,,,,,
삼례,2022-01-14,정량한계미만,23000,,,,,,,,,
순천동천1,2022-01-14,정량한계미만,2000,,,,,,,,,
순천동천2,2022-01-14,정량한계미만,550,,,,,,,,,
순천동천3,2022-01-14,정량한계미만,63000,,,,,,,,,
영덕,2022-01-14,정량한계미만,0,,,,,,,,,
영덕송천,2022-01-14,정량한계미만,0,,,,,,,,,
영천강2,2022-01-14,정량한계미만,1200,,,,,,,,,
와탄천,2022-01-14,정량한계미만,150000,,,,,,,,,
왕피천,2022-01-14,정량한계미만,0,,,,,,,,,
우산,2022-01-14,정량한계미만,6,,,,,,,,,
옥천,2022-01-14,정량한계미만,92,,,,,,,,,
현도,2022-01-14,정량한계미만,22,,,,,,,,,
익산천1,2022-01-15,정량한계미만,15000,,,,,,,,,
익산천2,2022-01-16,정량한계미만,13000,,,,,,,,,
가곡,2022-01-17,,,,,,,,,,,
가막,2022-01-17,정량한계미만,6,,,,,,,,,
구량천,2022-01-17,,,,,,,,,,,
금상천,2022-01-17,,,,,,,,,,,
길안천2,2022-01-17,정량한계미만,0,,,,,,,,,
덕천,2022-01-17,,,,,,,,,,,
덕천강1,2022-01-17,정량한계미만,470,,,,,,,,,
덕천강2,2022-01-17,정량한계미만,1600,,,,,,,,,
동강2,2022-01-17,정량한계미만,0,,,,,,,,,
동계,2022-01-17,정량한계미만,350,,,,,,,,,
무주남대천3,2022-01-17,,,,,,,,,,,
보청천3,2022-01-17,정량한계미만,3,,,,,,,,,
부리,2022-01-17,,,,,,,,,,,
상곡천,2022-01-17,,,,,,,,,,,
양천2,2022-01-17,정량한계미만,82,,,,,,,,,
영월1,2022-01-17,,,,,,,,,,,
용담,2022-01-17,,,,,,,,,,,
이원,2022-01-17,,,,,,,,,,,
익산천3,2022-01-17,정량한계미만,16000,,,,,,,,,
정자천,2022-01-17,,,,,,,,,,,
제원2,2022-01-17,,,,,,,,,,,
지석천2,2022-01-17,,,,,,,,,,,
초강2,2022-01-17,정량한계미만,4,,,,,,,,,
추풍천,2022-01-17,,,,,,,,,,,
황룡강3,2022-01-17,,,,,,,,,,,
감천2,2022-01-17,,,,,,,,,,,
감천4,2022-01-17,,,,,,,,,,,
강정,2022-01-17,,,,,,,,,,,
계성천,2022-01-17,,,,,,,,,,,
광려천4,2022-01-17,,,,,,,,,,,
광주천2,2022-01-17,,,,,,,,,,,
구미,2022-01-17,,,,,,,,,,,
금곡,2022-01-17,,,,,,,,,,,
대암리,2022-01-17,,,,,,,,,,,
백천2,2022-01-17,,,,,,,,,,,
신반천,2022-01-17,,,,,,,,,,,
양산천3,2022-01-17,,,,,,,,,,,
용산,2022-01-17,,,,,,,,,,,
용암,2022-01-17,,,,,,,,,,,
임해진,2022-01-17,,,,,,,,,,,
차천,2022-01-17,,,,,,,,,,,
토평천2,2022-01-17,,,,,,,,,,,
평동천,2022-01-17,,,,,,,,,,,
풍영정천2,2022-01-17,,,,,,,,,,,
하빈천,2022-01-17,,,,,,,,,,,
한천2,2022-01-17,,,,,,,,,,,
합천,2022-01-17,,,,,,,,,,,
현풍,2022-01-17,,,,,,,,,,,
화원나루,2022-01-17,,,,,,,,,,,
황강1,2022-01-17,,,,,,,,,,,
황강6,2022-01-17,,,,,,,,,,,
회천3,2022-01-17,,,,,,,,,,,
강상,2022-01-17,,,,,,,,,,,
강천,2022-01-17,정량한계미만,40,정량한계미만,정량한계미만,정량한계미만,0,,,,,
곡수천2,2022-01-17,정량한계미만,2400,,,,,,,,,
공주1,2022-01-17,정량한계미만,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
광산,2022-01-17,0,295,,,,,,,,,
구운천2,2022-01-17,정량한계미만,370,,,,,,,,,
금강,2022-01-17,정량한계미만,280,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
금당천2,2022-01-17,정량한계미만,570,,,,,,,,,
금호강8,2022-01-17,정량한계미만,13000,,,,,,,,,
나주,2022-01-17,0,40,,,,,,,,,
낙단,2022-01-17,,,,,,,,,,,
남강7,2022-01-17,정량한계미만,130,,,,,,,,,
논공,2022-01-17,정량한계미만,450,,,,,,,,,
다사,2022-01-17,,,,,,,,,,,
달천7,2022-01-17,정량한계미만,20,,,,,,,,,
대신,2022-01-17,정량한계미만,65,정량한계미만,정량한계미만,정량한계미만,0,,,,,
